Weekday,hour,minute,day_of_year,Quantity-1,Power
4,6,24,344,350437850.0,488997325.0
1,15,30,236,752902638.0,1635320979.0
3,18,46,315,1391433942.0,828071157.0
3,9,16,273,1593662048.0,1441310483.0
4,0,4,204,1233814044.0,413058930.0
2,16,13,328,466239594.0,1259206214.0
1,19,52,285,329382904.0,372707800.0
4,23,27,190,488997325.0,327595592.0
4,20,27,246,1635320979.0,676508838.0
3,22,16,210,828071157.0,478968581.0
0,2,26,319,1441310483.0,359517054.0
0,0,29,242,413058930.0,413482257.0
4,19,14,281,1259206214.0,758938548.0
5,9,6,198,372707800.0,835455503.0
3,9,52,308,327595592.0,1425099182.0
2,8,47,237,676508838.0,809027152.0
0,9,51,221,478968581.0,1236004496.0
5,19,57,275,359517054.0,568662217.0
1,13,16,278,413482257.0,1431035106.0
1,10,31,264,758938548.0,1532453202.0
0,20,29,221,835455503.0,410155680.0
0,1,26,263,1425099182.0,486428090.0
1,19,41,320,809027152.0,767260168.0
5,13,28,268,1236004496.0,1612798856.0
4,22,57,232,568662217.0,376881624.0
3,6,29,322,1431035106.0,494478721.0
0,4,55,319,1532453202.0,450340434.0
2,10,29,314,410155680.0,1334853446.0
2,9,25,300,486428090.0,1247840004.0
0,7,9,235,767260168.0,358655630.0
0,19,32,256,1612798856.0,421008324.0
0,23,15,291,376881624.0,463992988.0
5,1,27,268,494478721.0,456228027.0
0,4,44,256,450340434.0,351142104.0
0,0,52,193,1334853446.0,324263696.0
5,16,14,352,1247840004.0,676411830.0
3,18,1,343,358655630.0,676122714.0
3,9,24,217,421008324.0,894941796.0
3,20,42,238,463992988.0,713914497.0
5,23,28,352,456228027.0,303771960.0
2,5,16,321,351142104.0,477936380.0
3,13,29,203,324263696.0,1245698196.0
4,15,31,302,676411830.0,1601442011.0
4,17,15,204,676122714.0,776406654.0
2,15,53,349,894941796.0,1173029857.0
1,20,33,243,713914497.0,501078294.0
1,21,12,348,303771960.0,475694609.0
5,4,27,198,477936380.0,336339087.0
5,4,47,240,1245698196.0,463084024.0
4,14,46,281,1601442011.0,1376851702.0
5,9,26,198,776406654.0,850049465.0
5,20,59,205,1173029857.0,402951506.0
5,4,0,331,501078294.0,462397646.0
4,0,1,239,475694609.0,463986898.0
4,15,33,225,336339087.0,981942744.0
2,20,56,286,463084024.0,480897240.0
0,21,7,242,1376851702.0,538163697.0
2,13,11,216,850049465.0,1300502870.0
1,2,32,257,402951506.0,346048262.0
5,0,7,317,462397646.0,524687997.0
4,2,31,239,463986898.0,453614911.0
0,5,58,256,981942744.0,335111773.0
0,19,16,298,480897240.0,939458573.0
0,20,4,298,538163697.0,723805704.0
2,15,18,230,1300502870.0,1353339349.0
4,2,41,274,346048262.0,647925282.0
1,15,34,257,524687997.0,303940392.0
5,11,27,268,453614911.0,1909784444.0
3,4,17,196,335111773.0,325745559.0
2,16,20,251,939458573.0,1282286619.0
3,9,44,343,723805704.0,1113674292.0
0,4,8,242,1353339349.0,429407059.0
0,9,9,291,647925282.0,1166778912.0
0,17,59,326,303940392.0,924728090.0
5,0,29,261,1909784444.0,330782812.0
2,1,18,293,325745559.0,391442796.0
1,8,34,271,1282286619.0,676167104.0
3,10,48,217,1113674292.0,1117071654.0
3,1,36,266,429407059.0,358048182.0
3,17,31,294,1166778912.0,830473203.0
4,2,21,190,924728090.0,320648920.0
1,22,45,285,330782812.0,373238826.0
3,15,2,343,391442796.0,1198623264.0
5,19,12,198,676167104.0,457192251.0
5,2,9,303,1117071654.0,437929336.0
1,3,1,208,358048182.0,335210809.0
5,0,41,296,830473203.0,515804730.0
1,2,10,250,320648920.0,361544096.0
5,10,7,296,373238826.0,1635248813.0
0,13,14,214,1198623264.0,1433515316.0
5,5,58,289,457192251.0,467125838.0
2,14,47,216,437929336.0,1448315304.0
4,8,15,267,335210809.0,829295128.0
2,16,55,356,515804730.0,987734754.0
3,3,7,217,361544096.0,337684545.0
0,10,4,200,1635248813.0,946352619.0
3,18,15,301,1433515316.0,749393522.0
4,5,47,323,467125838.0,362712694.0
3,13,35,210,1448315304.0,1368120746.0
0,16,51,263,829295128.0,1168223598.0
1,8,5,271,987734754.0,713381319.0
2,14,9,216,337684545.0,1326798684.0
4,1,0,274,946352619.0,515932155.0
5,23,39,226,749393522.0,304927028.0
1,3,5,194,362712694.0,0.0
3,18,12,280,1368120746.0,634787548.0
5,4,13,198,1168223598.0,328395209.0
0,1,59,214,713381319.0,366432858.0
0,1,28,270,1326798684.0,441751920.0
3,21,43,238,515932155.0,450533121.0
2,18,45,209,304927028.0,485363777.0
1,20,54,313,0.0,463998702.0
5,4,27,240,634787548.0,532702262.0
1,18,39,264,328395209.0,797660344.0
3,21,18,308,366432858.0,599071268.0
2,20,46,272,441751920.0,628526177.0
5,3,51,282,450533121.0,572676311.0
1,3,22,299,485363777.0,355620265.0
4,12,34,190,463998702.0,1322858576.0
4,0,25,225,532702262.0,381406796.0
3,6,10,259,797660344.0,459039824.0
1,19,37,306,599071268.0,376419987.0
3,18,54,252,628526177.0,637957845.0
2,6,30,223,572676311.0,403831244.0
5,5,57,352,355620265.0,316532260.0
3,4,1,217,1322858576.0,313762920.0
2,10,27,223,381406796.0,1374408132.0
4,21,41,190,459039824.0,514015980.0
2,20,41,223,376419987.0,469658958.0
0,16,45,221,637957845.0,992135306.0
3,11,30,203,403831244.0,1374013000.0
1,22,56,208,316532260.0,328619925.0
5,1,26,261,313762920.0,526085896.0
4,8,11,281,1374408132.0,730691750.0
5,20,34,205,514015980.0,509810960.0
5,10,0,261,469658958.0,1193984262.0
0,7,27,214,992135306.0,443960145.0
3,16,7,336,1374013000.0,1232194396.0
0,15,40,235,328619925.0,1604541120.0
3,3,35,217,526085896.0,351744156.0
2,21,36,265,730691750.0,619937292.0
2,13,41,216,509810960.0,1326671550.0
5,22,41,261,1193984262.0,481660224.0
2,21,45,335,443960145.0,566301440.0
4,23,29,267,1232194396.0,348218210.0
3,14,53,294,1604541120.0,1791936235.0
1,3,41,355,351744156.0,317359682.0
0,17,48,270,619937292.0,816416382.0
0,12,4,333,1326671550.0,1492316204.0
1,7,45,250,481660224.0,628356729.0
0,14,39,221,566301440.0,1491433804.0
2,14,8,328,348218210.0,1622801277.0
5,16,1,317,1791936235.0,732169550.0
3,4,4,266,317359682.0,336010000.0
3,13,3,315,816416382.0,1583002386.0
5,21,17,226,1492316204.0,405086094.0
5,7,18,254,628356729.0,455504995.0
1,11,46,264,1491433804.0,1941696016.0
0,16,45,333,1622801277.0,1323517420.0
5,5,51,212,732169550.0,348137400.0
2,17,39,335,336010000.0,717688624.0
0,21,18,277,1583002386.0,656848036.0
3,15,44,266,405086094.0,1522372601.0
0,17,48,235,455504995.0,709145342.0
4,10,10,246,1941696016.0,507106671.0
3,7,35,287,1323517420.0,486654655.0
4,3,33,351,348137400.0,331605088.0
1,9,17,201,717688624.0,723605812.0
5,11,33,345,656848036.0,1252828475.0
0,14,27,193,1522372601.0,1062124728.0
2,11,56,321,709145342.0,0.0
3,17,54,259,507106671.0,764794945.0
2,5,12,223,486654655.0,372738714.0
1,10,50,222,331605088.0,1331269815.0
1,10,27,215,723605812.0,1236278716.0
2,16,56,244,1252828475.0,1115278217.0
5,23,35,338,1062124728.0,309838377.0
3,17,37,287,0.0,476095108.0
5,21,33,240,764794945.0,501686778.0
1,3,53,250,372738714.0,0.0
5,7,57,198,1331269815.0,468370103.0
5,9,0,254,1236278716.0,1209922096.0
5,3,41,219,1115278217.0,312667337.0
1,1,28,222,309838377.0,386096125.0
5,15,14,338,476095108.0,840666820.0
2,4,57,272,501686778.0,349983047.0
1,9,58,313,0.0,1303232144.0
5,23,34,282,468370103.0,374265099.0
3,15,35,287,1209922096.0,660429710.0
5,7,46,261,312667337.0,907478748.0
2,6,37,202,386096125.0,341541908.0
4,22,40,351,840666820.0,338817960.0
3,22,20,301,349983047.0,447394984.0
0,22,57,333,1303232144.0,510034008.0
3,0,22,343,374265099.0,338951104.0
0,4,27,242,660429710.0,415464852.0
4,19,32,239,907478748.0,549772023.0
3,8,35,273,341541908.0,772029432.0
3,20,52,273,338817960.0,572836572.0
1,14,2,285,447394984.0,472979244.0
2,22,36,293,510034008.0,355763252.0
0,19,36,207,338951104.0,501403968.0
2,18,23,202,415464852.0,665449820.0
5,5,17,317,549772023.0,534971731.0
0,7,16,242,772029432.0,418018860.0
3,14,51,245,572836572.0,1695458794.0
2,18,42,335,472979244.0,720756290.0
3,4,37,217,355763252.0,349366977.0
4,14,36,225,501403968.0,997919006.0
2,9,21,258,665449820.0,1053464928.0
3,10,51,329,534971731.0,1523479298.0
5,1,40,233,418018860.0,416310243.0
3,3,30,245,1695458794.0,416593827.0
0,5,30,291,720756290.0,341002010.0
4,20,12,225,349366977.0,562952343.0
5,12,12,345,997919006.0,1268678582.0
3,5,48,231,1053464928.0,351817010.0
5,4,42,289,1523479298.0,0.0
0,23,24,305,416310243.0,331487688.0
2,9,11,244,416593827.0,1230885088.0
0,15,56,214,341002010.0,1309167545.0
1,18,44,208,562952343.0,425112510.0
3,15,51,273,1268678582.0,0.0
0,18,9,242,351817010.0,987166392.0
5,7,41,247,0.0,622751770.0
3,15,20,259,331487688.0,1409815555.0
5,5,5,212,1230885088.0,343851100.0
4,10,58,239,1309167545.0,1564439011.0
1,23,27,348,425112510.0,346290578.0
2,6,37,335,0.0,456679755.0
3,16,15,329,987166392.0,1489636942.0
1,6,41,236,622751770.0,393277584.0
2,13,1,202,1409815555.0,1114965733.0
2,8,40,216,343851100.0,778760973.0
0,21,50,291,1564439011.0,454763460.0
4,16,17,204,346290578.0,964120552.0
1,10,27,229,456679755.0,1446701277.0
1,0,30,313,1489636942.0,389694018.0
1,15,30,229,393277584.0,1329686344.0
3,17,36,315,1114965733.0,1011919001.0
1,1,0,313,778760973.0,448806561.0
4,18,19,295,454763460.0,750330576.0
2,4,3,237,964120552.0,360448532.0
3,23,41,273,1446701277.0,523006598.0
1,5,38,264,389694018.0,378220460.0
2,22,26,258,1329686344.0,455842545.0
4,7,57,225,1011919001.0,669691770.0
0,7,57,277,448806561.0,563183244.0
3,8,33,266,750330576.0,748353563.0
4,18,1,204,360448532.0,570820952.0
1,0,17,257,523006598.0,493901376.0
2,23,23,279,378220460.0,436718875.0
2,7,8,272,455842545.0,332059365.0
4,6,43,190,669691770.0,322757425.0
3,8,51,252,563183244.0,985193650.0
0,7,5,347,748353563.0,464040719.0
2,14,9,251,570820952.0,1604066236.0
5,22,55,254,493901376.0,605980052.0
4,5,37,267,436718875.0,459795516.0
2,21,17,293,332059365.0,597928520.0
2,14,5,195,322757425.0,1100662452.0
3,22,39,238,985193650.0,388285572.0
5,11,6,205,464040719.0,1187115870.0
3,21,58,315,1604066236.0,514603276.0
0,21,11,249,605980052.0,353502822.0
2,6,28,272,459795516.0,468819586.0
2,9,12,272,597928520.0,1322518749.0
3,2,23,308,1100662452.0,445390767.0
1,11,41,257,388285572.0,487387052.0
0,18,13,347,1187115870.0,613725874.0
5,0,0,282,514603276.0,347881545.0
4,8,51,260,353502822.0,1040870445.0
1,15,2,257,468819586.0,394968854.0
2,21,32,342,1322518749.0,520264858.0
0,1,51,319,445390767.0,368286039.0
4,14,57,267,487387052.0,1655978572.0
2,5,1,230,613725874.0,389164434.0
1,7,35,243,347881545.0,447325204.0
4,3,50,253,1040870445.0,555768812.0
0,12,38,242,394968854.0,1633330089.0
4,1,13,239,520264858.0,390433920.0
0,20,47,228,368286039.0,469627200.0
5,20,50,219,1655978572.0,357218351.0
2,4,27,356,389164434.0,320984515.0
2,1,28,356,447325204.0,0.0
2,23,31,335,555768812.0,347409522.0
1,16,38,355,1633330089.0,1090794720.0
5,20,23,247,390433920.0,502736404.0
3,9,43,238,469627200.0,1482480763.0
3,18,39,273,357218351.0,762109178.0
1,4,19,299,320984515.0,359551456.0
3,20,30,315,0.0,744117166.0
2,0,14,314,347409522.0,467885250.0
3,6,4,273,1090794720.0,428331588.0
0,12,53,305,502736404.0,492566008.0
2,5,54,328,1482480763.0,350082400.0
2,10,58,356,762109178.0,1153873978.0
2,20,15,279,359551456.0,699963023.0
2,0,56,209,744117166.0,297034548.0
2,2,46,237,467885250.0,386331530.0
2,2,39,272,428331588.0,451893800.0
4,13,17,302,492566008.0,1529621348.0
5,2,26,226,350082400.0,377031764.0
3,15,19,217,1153873978.0,1292371308.0
2,7,50,258,699963023.0,569141100.0
5,6,3,303,297034548.0,316449036.0
2,11,6,314,386331530.0,1328353885.0
0,1,11,221,451893800.0,301084420.0
2,9,29,272,1529621348.0,1169307992.0
3,20,18,245,377031764.0,460001776.0
5,12,52,282,1292371308.0,906930234.0
5,13,35,198,569141100.0,820576566.0
3,18,59,189,316449036.0,487983576.0
4,7,1,344,1328353885.0,434739380.0
0,13,44,340,301084420.0,1418748886.0
3,13,22,189,1169307992.0,626507046.0
3,17,41,203,460001776.0,779913117.0
5,17,19,247,906930234.0,515542680.0
2,1,6,307,820576566.0,332204468.0
1,4,25,320,487983576.0,365016280.0
2,12,1,223,434739380.0,1422718782.0
1,22,43,229,1418748886.0,420222785.0
5,21,14,205,626507046.0,373227203.0
0,2,2,235,779913117.0,401230800.0
5,23,23,191,515542680.0,357767506.0
0,3,46,228,332204468.0,340036575.0
3,13,31,217,365016280.0,1472383850.0
4,16,22,239,1422718782.0,1459948903.0
0,21,13,284,420222785.0,355766745.0
3,7,9,189,373227203.0,392438448.0
2,17,38,272,401230800.0,763357898.0
1,0,23,355,357767506.0,312497953.0
1,11,57,229,340036575.0,1371401316.0
4,20,56,260,1472383850.0,463457188.0
3,15,8,245,1459948903.0,1653813388.0
2,5,54,272,355766745.0,364251701.0
0,16,0,312,392438448.0,1421721854.0
2,20,28,342,763357898.0,534598802.0
3,21,27,210,312497953.0,360087492.0
4,12,42,288,1371401316.0,880157552.0
2,18,46,307,463457188.0,776070829.0
4,12,39,260,1653813388.0,1551808508.0
1,1,16,348,364251701.0,338350956.0
5,0,44,240,1421721854.0,495225192.0
3,23,43,343,534598802.0,332070807.0
1,9,39,299,360087492.0,1514776120.0
4,2,35,260,880157552.0,517407022.0
2,9,4,237,776070829.0,1142757686.0
0,5,18,221,1551808508.0,303273331.0
2,9,56,335,338350956.0,1251109464.0
1,16,20,271,495225192.0,0.0
1,23,9,285,332070807.0,326882464.0
4,14,37,211,1514776120.0,1201104816.0
0,19,41,319,517407022.0,800679224.0
5,9,57,219,1142757686.0,1063565870.0
2,18,22,307,303273331.0,792005775.0
2,21,44,342,1251109464.0,615314343.0
0,19,11,242,0.0,826449504.0
4,22,56,190,326882464.0,327927228.0
5,22,44,310,1201104816.0,352161044.0
1,10,35,327,800679224.0,1388151548.0
2,23,31,342,1063565870.0,326980432.0
4,16,36,218,792005775.0,829993360.0
4,21,19,281,615314343.0,415486388.0
1,20,28,355,826449504.0,699621400.0
4,17,31,239,327927228.0,1175510620.0
2,5,34,349,352161044.0,342180654.0
4,23,32,239,1388151548.0,483394538.0
5,0,31,275,326980432.0,454732773.0
5,6,19,352,829993360.0,372698544.0
4,1,43,225,415486388.0,378248246.0
2,2,35,272,699621400.0,529237364.0
3,19,26,203,1175510620.0,560125140.0
3,10,6,266,342180654.0,1362991332.0
5,22,58,219,483394538.0,324736100.0
2,21,40,244,454732773.0,665708775.0
3,20,55,252,372698544.0,410472538.0
5,5,18,331,378248246.0,468083400.0
0,7,37,207,529237364.0,472818692.0
1,12,21,201,560125140.0,1271846493.0
0,20,24,312,1362991332.0,658425664.0
3,17,5,245,324736100.0,875522850.0
1,12,5,229,665708775.0,1479713380.0
1,13,52,271,410472538.0,1628022873.0
0,0,42,340,468083400.0,449275653.0
3,9,22,308,472818692.0,1323926775.0
0,15,25,347,1271846493.0,1232691459.0
3,0,10,280,658425664.0,584241488.0
2,9,4,251,875522850.0,1177112038.0
4,21,40,253,1479713380.0,585104414.0
1,16,32,215,1628022873.0,1061621415.0
3,15,8,259,449275653.0,1313900955.0
0,17,25,193,1323926775.0,637947218.0
0,13,24,354,1232691459.0,1278943531.0
1,11,26,201,584241488.0,1302325930.0
4,20,56,246,1177112038.0,389337984.0
5,15,30,205,585104414.0,498794684.0
0,15,32,354,1061621415.0,1237842726.0
5,10,54,240,1313900955.0,1502137524.0
2,21,31,237,637947218.0,560315058.0
2,3,54,237,1278943531.0,421840290.0
0,18,58,214,1302325930.0,420999559.0
3,22,43,203,389337984.0,390928347.0
1,15,58,201,498794684.0,1107104072.0
1,17,43,236,1237842726.0,911020725.0
5,10,51,205,1502137524.0,1030329075.0
3,2,5,294,560315058.0,338999449.0
3,6,20,266,421840290.0,501885691.0
2,13,30,230,420999559.0,1309455329.0
4,16,45,253,390928347.0,537025290.0
5,3,57,268,1107104072.0,513622764.0
2,15,1,314,911020725.0,1458139095.0
3,10,34,217,1030329075.0,1345134990.0
3,8,34,259,338999449.0,0.0
5,23,15,261,501885691.0,316706336.0
0,2,57,354,1309455329.0,0.0
2,13,39,279,537025290.0,1561375722.0
1,19,25,250,513622764.0,730653110.0
2,13,25,286,1458139095.0,410015608.0
3,5,31,189,1345134990.0,293509098.0
3,19,39,224,0.0,464163747.0
2,3,42,223,316706336.0,401427369.0
4,20,28,295,0.0,832781720.0
4,9,13,204,1561375722.0,774891384.0
2,9,48,356,730653110.0,1042229550.0
1,9,59,229,410015608.0,1385839410.0
5,21,7,212,293509098.0,354101715.0
4,19,4,218,464163747.0,412154666.0
0,6,49,214,401427369.0,340822035.0
5,2,29,205,832781720.0,335692318.0
1,23,44,334,774891384.0,361001264.0
0,6,4,228,1042229550.0,321315549.0
4,8,37,330,1385839410.0,675712538.0
5,5,33,219,354101715.0,332453648.0
4,5,6,302,412154666.0,580144232.0
0,5,53,270,340822035.0,350588070.0
3,19,53,259,335692318.0,577165380.0
5,16,50,282,361001264.0,633030497.0
0,13,24,298,321315549.0,1527319066.0
1,1,19,348,675712538.0,338350956.0
5,11,27,226,332453648.0,1378777204.0
1,0,12,348,580144232.0,497169878.0
1,0,48,236,350588070.0,371690672.0
5,15,45,219,577165380.0,550424916.0
5,2,42,331,633030497.0,526898248.0
0,7,51,193,1527319066.0,487164930.0
5,5,21,282,338350956.0,316094947.0
1,10,7,208,1378777204.0,822802743.0
5,7,49,296,497169878.0,761705945.0
3,14,41,231,371690672.0,1623867064.0
2,19,38,230,550424916.0,608226994.0
1,10,31,208,526898248.0,794176508.0
4,9,20,351,487164930.0,905309794.0
0,6,41,228,316094947.0,0.0
3,11,21,231,822802743.0,1560585455.0
5,20,30,275,761705945.0,615249619.0
0,10,5,249,1623867064.0,484394883.0
2,18,0,328,608226994.0,871810673.0
1,13,40,215,794176508.0,1232995428.0
3,14,16,210,905309794.0,1318946512.0
5,19,58,317,0.0,476573756.0
3,5,47,301,1560585455.0,350399278.0
1,22,52,285,615249619.0,555259784.0
4,11,30,302,484394883.0,1742797168.0
5,19,56,205,871810673.0,512647532.0
0,6,58,319,1232995428.0,459086750.0
4,12,52,239,1318946512.0,1745627910.0
2,11,1,209,476573756.0,949849479.0
1,3,43,222,350399278.0,392780075.0
4,10,33,225,555259784.0,1064632230.0
0,22,53,270,1742797168.0,599875916.0
0,4,10,193,512647532.0,319956060.0
3,20,54,301,459086750.0,552869946.0
5,20,10,324,1745627910.0,549398902.0
1,14,59,355,949849479.0,1123073451.0
1,15,53,292,392780075.0,1470109061.0
1,19,15,229,1064632230.0,694501692.0
1,2,7,271,599875916.0,396980982.0
3,9,38,280,319956060.0,1298509752.0
2,18,28,272,552869946.0,586543748.0
1,19,16,278,549398902.0,893672864.0
3,11,24,224,1123073451.0,1468332084.0
5,19,2,338,1470109061.0,495054191.0
0,18,51,298,694501692.0,878593122.0
0,3,26,235,396980982.0,394409852.0
3,0,33,329,1298509752.0,354452980.0
3,10,30,294,586543748.0,1641680658.0
4,22,1,260,893672864.0,401011730.0
4,21,14,239,1468332084.0,552410240.0
2,3,14,307,495054191.0,319073125.0
2,14,36,328,878593122.0,1450800945.0
3,1,56,315,394409852.0,409700315.0
0,15,3,228,354452980.0,476551648.0
3,9,43,245,1641680658.0,1353202938.0
0,16,59,284,401011730.0,440345988.0
5,4,16,317,552410240.0,410831506.0
1,20,42,250,319073125.0,595674540.0
1,22,51,271,1450800945.0,455187260.0
0,18,47,263,409700315.0,648973662.0
5,13,35,324,476551648.0,933665872.0
0,23,53,249,1353202938.0,384531156.0
4,13,28,218,440345988.0,1299177770.0
2,18,32,300,410831506.0,683862860.0
4,19,35,225,595674540.0,440350832.0
3,9,24,245,455187260.0,1284278376.0
1,19,13,285,648973662.0,568320045.0
3,18,59,280,933665872.0,445661939.0
5,13,13,233,384531156.0,1286029124.0
1,10,33,341,1299177770.0,1331917782.0
4,0,10,211,683862860.0,359158568.0
5,19,35,233,440350832.0,660404420.0
5,20,12,268,1284278376.0,529018386.0
3,21,12,196,568320045.0,364397829.0
2,3,52,279,445661939.0,594846281.0
5,16,1,331,1286029124.0,713551509.0
0,13,34,347,1331917782.0,1071711756.0
5,0,0,268,359158568.0,325334618.0
5,2,57,338,660404420.0,394623870.0
4,11,22,309,529018386.0,2042312907.0
1,12,30,215,364397829.0,1445657168.0
4,8,55,344,594846281.0,1000743300.0
5,8,8,317,713551509.0,633436271.0
5,7,33,226,1071711756.0,388701672.0
2,22,56,202,325334618.0,397188212.0
0,14,57,333,394623870.0,1556136638.0
0,6,54,298,2042312907.0,445947933.0
4,22,56,253,1445657168.0,501707972.0
2,5,7,216,1000743300.0,325507170.0
2,8,3,258,633436271.0,593736370.0
4,2,36,351,388701672.0,488083928.0
3,8,10,245,397188212.0,751065098.0
3,21,0,252,1556136638.0,568406453.0
5,1,2,240,445947933.0,480551760.0
2,13,2,237,501707972.0,1376891030.0
1,20,46,264,325507170.0,586991412.0
0,9,43,221,593736370.0,1082805170.0
3,7,9,329,488083928.0,499575472.0
0,22,35,354,751065098.0,312271067.0
1,22,4,222,568406453.0,547045915.0
2,0,59,237,480551760.0,375182264.0
5,16,26,198,1376891030.0,503826580.0
4,14,38,190,586991412.0,1094073687.0
5,15,46,268,1082805170.0,1581585803.0
3,21,42,259,499575472.0,717518899.0
1,8,15,208,312271067.0,479846970.0
4,16,6,309,547045915.0,1559255152.0
5,0,55,303,375182264.0,324781236.0
1,9,31,327,503826580.0,1180598306.0
4,10,16,330,1094073687.0,1783336830.0
4,0,3,246,1581585803.0,344600441.0
0,11,58,326,717518899.0,1441840769.0
5,6,51,212,479846970.0,366286572.0
3,9,12,196,1559255152.0,772647764.0
4,22,55,351,324781236.0,490828150.0
2,7,47,223,1180598306.0,659020270.0
2,19,13,314,1783336830.0,887943933.0
1,9,8,271,344600441.0,1235316972.0
2,4,37,342,1441840769.0,340140652.0
5,11,52,289,366286572.0,479041323.0
4,15,10,260,772647764.0,1378131266.0
4,1,57,281,490828150.0,393759868.0
4,8,55,302,659020270.0,1058576981.0
0,1,41,207,887943933.0,344816028.0
0,17,48,263,1235316972.0,833472732.0
5,19,13,205,340140652.0,363478469.0
3,8,48,224,479041323.0,1020361446.0
0,0,30,270,1378131266.0,312313064.0
0,11,6,305,393759868.0,506560731.0
3,4,20,287,1058576981.0,326966712.0
1,16,18,257,344816028.0,348032896.0
0,8,52,214,833472732.0,572255526.0
3,11,8,252,363478469.0,1418634342.0
2,2,37,307,1020361446.0,519923904.0
3,2,27,231,312313064.0,329608170.0
4,0,44,246,506560731.0,453804147.0
5,16,16,205,326966712.0,487216474.0
3,9,14,287,348032896.0,475253304.0
1,2,50,264,572255526.0,411473427.0
